8672,1505388300
8268,1293335499
8585,1356463679
9235,1389887434
8664,1328396381
8908,1321334019
8515,1314685142
9002,1460861315
9071,1236844965
8278,1198026041
8778,1241936540
8488,1214687279
8517,1155081858
8939,1201636203
8408,1184405914
8908,1214576759
8537,1171256537
8638,1188061787
8822,1234281083
8658,1194478137
8950,1325605721
8856,1442302770
8878,1308765305
8746,1221066380
8542,1243189740
8924,1304770919
8353,1141667675
8481,1183231451
8896,1219587239
8605,1187340507
8753,1226962785
8708,1178570208
9099,1233596682
8531,1247618223
8730,1387909208
8639,1269689864
8900,1324355428
8706,1293118527
8920,1343145658
8658,1368326751
8995,1263978050
8554,1280086941
8747,1231245647
9155,1250321742
8701,1201781773
8827,1203060199
8086,1267978906
8578,1445229953
8803,1365798516
8869,1415727899
9050,1403885361
8198,1344831856
9103,1391137057
8495,1319735683
8520,1365465400
8833,1406809441
9008,1377334204
8800,1409943994
9063,1429804197
8980,1461267987
8605,1366646095
8443,1397092404
8854,1427730941
8303,1302394431
8638,1329875952
8716,1381713201
8789,1420266555
8614,1397107055
9023,1396323825
8647,1337325616
8908,1459881280
9047,1499403074
9147,1442254257
8578,1364646264
9142,1440016316
8262,1273273720
8809,1367421672
9194,1402808669
8742,1375452279
8896,1419290533
8664,1300293688
8781,1297614102
8825,1435419784
8726,1405357226
8485,1351714454
8667,1381252997
8756,1405072407
8653,1393174391
8593,1610112617
8720,1329838295
8743,1386097077
8529,1333844837
8784,1411207266
8502,1280635555
8798,1420249501
8378,1438258790
8385,1348696153
9074,1327584840
8817,1336303129
8806,1368262406
9106,1433261096
9154,1435000611
8578,1313004481
8454,1346136933
8576,1346220163
8710,1353900325
8939,1408820767
8686,1414595703
8570,1362470605
8525,1417712924
8945,1372087051
8843,1392031190
8751,1388587728
8854,1462139571
8653,1323832893
8648,1336693948
9108,1356973303
8932,1369987392
8501,1441084129
8953,1505276292
9010,1375314902
8619,1350706549
8790,1354406363
8625,1344953255
9099,1394701313
8896,1389752801
8755,1330821528
8804,1309358555
8563,1319639998
8712,1337892228
8768,1363109178
8570,1345246747
8822,1297930795
8779,1281183435
8691,1279577557
8899,1340733613
8426,1173151681
8749,1272114721
8550,1202072948
8508,1199375590
8639,1217471135
8586,1216011573
8457,1168115605
8777,1431184612
8329,1301473297
8645,1210339690
8762,1234105307
8889,1184025306
8557,1194541336
9060,1296593888
9204,1248465806
8987,1245340468
8763,1232002418
8674,1208263066
8882,1258659660
8402,1156410565
8516,1325319189
8676,1400966299
8522,1348494173
8697,1354273472
8436,1453588311
8529,1276396302
8813,1353269947
8987,1348824398
8581,1367855338
8646,1329860758
8896,1223173080
9211,1323287132
8861,1441627348
8969,1441281910
8394,1206240655
8538,1277602993
8457,1287204972
