85,65107459
45,10511942
30,4835244
89,14258541
57,4144958
36,3051694
26,2637689
39,4271658
36,2761424
81,4742518
56,3596947
43,2451996
34,13252047
65,3195923
34,1820051
111,3083801
38,1125201
53,1744589
15,967054
71,1633033
85,2369374
78,2588029
78,2242273
65,2081571
28,1062366
60,1082153
109,2646930
38,1644507
74,3226160
72,2847813
44,2322069
54,2273689
51,2498119
119,3646072
68,3082426
60,3520906
93,4020954
66,2388033
70,4109040
35,2915840
12,1348631
25,1934929
57,2130692
59,2534408
20,1393536
87,3134329
64,2923349
57,2295951
73,3161591
58,2918676
31,1402127
61,2830756
71,3074466
35,1659006
44,2388730
51,4182909
61,3332939
26,2506733
53,2881564
49,4621586
60,3017793
96,17577858
7,395582
44,2109197
23,830826
56,2163603
32,1483262
6,700036
73,2408911
11,536166
55,1201424
86,2363856
111,2380220
27,1258327
94,2139253
78,2011074
144,2943947
52,2251842
98,3126905
57,1266134
38,1353801
54,1728032
71,2575222
53,1639879
34,1464060
19,1098668
31,1350235
81,2844577
17,781569
44,1051581
36,1285387
26,1410912
107,2662707
44,1516599
57,2092415
81,2687573
106,2449648
78,2311937
60,1553123
80,1919231
27,1229692
61,1571135
61,1717494
28,1198101
42,1933408
46,1712713
37,1462421
83,3327969
53,1696821
59,1962639
44,1701292
68,12373451
59,1687884
84,2457958
26,1244283
58,2345930
36,1546807
48,1918636
104,3066736
68,1957956
94,3042441
47,2267533
17,864383
41,1552778
104,2939091
61,2345439
75,3234029
31,1223718
59,1986127
85,2724829
61,1955026
42,1612357
65,1754389
49,1361058
143,3051403
32,934198
36,2335604
40,1784648
75,2408043
79,2218868
102,3436288
42,1618049
51,1351890
51,1274131
76,2622925
16,730611
32,1179618
11,731966
74,1589780
116,2014204
61,1453548
43,1626310
26,808249
48,1429890
59,1591055
28,1011967
53,1845095
13,768731
23,9859077
51,1835609
39,1591157
87,3111733
65,1761488
22,1123386
32,1269282
53,1840262
44,1202483
41,1582764
20,839108
80,3264266
22,1456856
137,2343427
28,1300943
42,1497441
43,1050602
48,2386799
56,2003549
84,1779785
66,1833777
62,1249534
8,873592
39,1479504
66,1997807
77,2131543
70,2208862
27,2302080
36,1372163
86,2954660
37,1346722
88,2802294
77,1457762
59,1679799
40,1464842
31,1358895
51,1195450
97,1948117
58,1628122
77,2270430
70,1497251
55,1744332
74,2731410
49,1456716
30,1147266
16,586027
59,1187883
33,1050734
27,821046
37,1122105
85,12621915
147,5021667
52,2091256
79,3647178
56,2580240
36,1742397
84,3347578
77,2502859
22,1093766
64,2885063
45,3264246
53,2918740
37,2138593
73,2904518
123,4584049
37,2502428
44,2068056
93,2772401
30,1757905
57,3301001
57,2185046
60,1962594
18,1236001
53,2892702
74,2839391
26,1532338
76,2086790
53,3517976
17,626428
116,3503310
46,1291055
10,611796
26,1143116
50,2328659
72,3121006
23,1314904
80,2697404
48,2105635
22,958918
28,1783602
52,1978410
75,2560940
70,2840593
60,1894727
65,1853153
33,1513915
26,1236453
32,1073084
56,2885953
70,3776221
91,3475200
19,1197267
45,2269234
89,2615914
113,2823338
35,1387032
57,1907866
49,1754104
70,2543144
50,2057513
46,2251653
51,1476687
21,931574
66,2827109
30,1143369
107,1416216
51,1135012
74,1646512
58,1325187
41,929806
35,778010
42,888745
50,1139591
52,1016407
19,638946
60,1393332
12,451944
63,1183247
101,2330744
38,940400
59,1074218
60,1238091
24,882869
93,1939010
53,1876684
63,11040016
44,1153297
80,1762887
75,1637281
64,1195559
40,907769
64,1202645
43,1538019
100,2155177
38,961465
88,2936520
29,836827
134,1768241
22,796659
79,1431388
69,1526447
35,1329406
32,675245
105,2469757
31,1131203
80,1384756
41,1375775
29,1082452
58,1509591
51,1417582
67,1895037
60,1640512
58,1179397
34,1047159
49,1215126
58,1257172
25,1176759
24,776055
37,1420212
82,1910085
48,1160702
86,1658067
40,740701
45,827231
41,1163514
24,742571
55,1141543
60,1567282
22,471748
73,1550149
13,660528
63,1291019
115,2086176
114,2422507
106,2124102
30,668984
84,1383488
81,1951220
18,1108462
27,791509
68,1255441
47,933837
55,1449862
50,1213902
77,1599613
96,1803418
44,875419
56,1146336
65,1029237
23,724355
43,1290097
41,1427133
36,884291
20,598604
34,983748
42,1080409
28,810093
49,1182934
72,1723989
44,1184055
90,2014886
46,1643336
35,787644
40,852462
95,1893281
39,1223666
72,2116640
51,1170596
33,1130930
52,1272282
25,1551335
31,1436855
63,1377337
77,1479907
71,1705616
92,9466786
43,1918060
49,1138409
25,456179
42,948812
39,942850
60,1090634
63,1353939
39,1411298
64,1523973
156,3084233
25,678405
97,1610362
35,988160
47,1149257
64,1592748
82,1633423
45,1125022
32,662126
54,1369886
54,1966413
64,1529413
71,1306207
63,1795542
41,1045082
59,1566918
15,413520
54,1230947
32,665179
49,1106084
71,1145234
20,581879
33,781220
42,1177213
96,2692192
123,2015380
37,1133366
103,1775331
54,1607214
53,926728
90,1645848
20,691526
81,1303806
44,1375851
34,684922
15,733129
99,1610397
54,1328677
57,2282013
23,609863
118,2298437
63,1212596
51,1085460
54,1068742
28,1116703
82,1575699
85,1601876
75,1265831
74,1557612
100,1815415
43,1376095
66,1547280
42,999956
96,2021108
41,1198147
17,565564
55,1124126
102,2481503
23,861957
74,1667979
35,1690709
86,2033434
52,1136767
34,817184
48,1448046
63,1763638
28,1171050
35,1153595
21,1363682
69,1835419
105,2052432
79,1554302
133,1894715
40,708265
131,8449837
64,1720307
18,546901
36,1257528
65,1521398
41,1029026
40,1022248
18,568081
13,478407
41,955995
45,780473
49,1050320
69,1303670
50,922303
50,1499851
30,772221
34,1515408
102,1905219
69,1751103
32,1361119
81,1227291
19,699619
35,968347
30,734933
22,838596
93,1845222
48,725745
70,1564725
29,682651
89,1128853
97,1350671
43,824461
89,1396993
71,1640141
13,577394
83,1823942
44,946106
5,390130
98,1953672
19,693862
83,1555731
38,936426
61,1523116
20,642272
49,1159723
38,1299476
81,1826292
56,1098251
43,1284260
45,1199495
58,1234814
57,1265917
50,1231162
90,2226642
54,1391805
38,1123437
125,2252475
58,1385110
62,1403998
54,1859725
13,784233
48,1120031
58,1387913
