357,14678559
235,9970354
325,9669822
288,7719628
236,14585795
248,10980285
258,11700608
215,7594540
247,8455681
404,12975158
181,7108363
157,6422608
165,7136815
197,8309740
444,16193297
149,5198446
195,7002261
386,9343780
115,5718020
188,12838399
218,6309962
322,8851377
135,5017072
249,9637398
195,7624318
219,7189989
250,7406598
163,5780377
333,10121506
125,5888847
229,7568713
214,6619219
174,6582049
206,6738752
322,11673438
128,5457412
109,5165178
291,7385684
201,7720443
134,5637419
113,4925544
397,13285818
205,7221508
157,5625721
176,6800418
233,9211124
252,8213483
205,8772749
234,15735496
336,12025357
272,8366924
241,9811518
273,10654526
137,7403359
277,9423686
133,6151721
177,6851473
198,9028947
171,7171983
305,12033945
366,13136033
111,4862177
225,8727107
192,8447738
181,6832447
259,8512890
284,12907860
131,5517737
351,9116473
255,6690858
213,8329473
223,6618650
234,8193433
347,10610382
187,14911997
132,7129182
211,7942206
147,6341395
198,7034742
340,10378724
152,6058564
321,13074112
171,8088537
158,6409145
419,10438461
179,6998757
175,6187950
204,6398633
228,8553775
207,7967255
175,7375510
277,8395923
293,7670479
272,8830406
430,13077176
135,6114603
293,11472201
454,11971473
204,6505096
93,4478258
243,9071220
388,21324214
289,9940703
295,9057004
163,7153338
143,6886862
246,9562896
233,6875272
402,11803158
359,11949412
185,5773123
132,5312791
254,8644440
256,10118293
198,6159650
315,10504903
255,9116687
195,7560402
364,8943060
295,11141712
360,11922346
229,9042262
223,7827136
200,7126165
219,9196717
202,7504967
222,15569106
330,10186879
203,8184536
234,6934471
140,5710818
280,10066701
257,10380172
323,10854012
237,8748876
155,5565240
240,9435585
127,6276440
294,9528748
278,9509475
306,11907933
257,8928349
511,15396042
275,9409265
231,10236477
191,6054453
161,5734387
238,8567634
174,6887928
195,5849094
337,10172762
118,10393427
358,10295554
164,6743849
147,5728847
228,9513125
180,7754385
363,10605376
227,7429953
284,10331512
216,7009093
298,9974002
343,10621396
338,9697767
255,9723340
136,6568453
184,5575707
168,6422405
123,4223027
181,6362735
122,6127245
344,10601911
210,8804058
261,8072956
211,7495136
242,7783785
335,11090162
227,8883059
96,3981605
185,12617142
324,15565331
239,10098198
321,9969288
126,6065272
169,8108180
238,7593591
294,11541495
324,10804038
345,10188125
349,10069693
117,5123522
180,7899330
284,8161168
295,10389555
224,8501874
241,9042875
159,6652136
317,9244759
138,5904784
233,7370928
288,8959799
241,8868196
350,15557375
299,10660798
256,11823352
340,16429410
227,6833300
291,8557281
188,8918832
195,6540573
261,8134641
403,12184413
322,11420794
271,8878540
208,7814732
243,8202580
219,6711217
344,10699685
188,7122486
296,9214138
251,7116834
261,8172270
258,8898463
244,6858556
240,8202480
143,6275879
164,7960781
391,10140986
320,18522831
165,6559849
274,9648988
249,9536621
128,6581179
225,7553547
190,7097501
278,9617208
245,10239677
342,9306446
235,7913583
251,9544415
193,8214553
283,12329918
284,10533000
192,7679817
376,12772934
304,11028541
270,9167380
274,8474798
121,4333434
121,5414747
325,9767801
183,6997699
341,9663007
210,6461385
208,12825176
107,5117411
187,8838595
291,9556286
206,7146031
214,7233245
144,5377950
216,8297505
323,10447198
218,8527320
224,8339462
190,6602898
183,7533503
250,9606011
374,12069376
272,9661210
262,9530366
292,10254269
404,14666711
481,13770919
260,9969933
347,12234801
218,7668780
244,8407279
249,16751258
148,6302712
192,7773899
278,8927643
156,5699253
248,7686496
147,5454443
189,5950391
151,4966634
250,8264879
221,8427121
195,6677348
343,11987292
331,10667959
132,5746223
165,5834969
181,6304463
462,14668645
173,6331997
295,9232418
406,10985500
185,6765129
222,6772435
237,9691204
310,10299095
104,5076378
216,8310594
347,15979770
273,8312161
354,12864923
267,8946013
304,10843372
139,6073994
199,6646622
424,13936048
287,9141581
158,6266878
312,10068457
180,10249553
267,9652799
177,5911033
207,6741890
187,6949191
233,12238897
293,10578167
139,6230261
196,9541828
193,6906381
293,9613933
221,8878004
186,5645921
199,8743296
262,7611486
191,12683866
284,11987553
513,20338492
333,11907637
179,8559993
220,6685866
248,7895741
373,12710182
304,11926578
191,6971342
302,11813257
156,7632429
114,6938419
212,8854818
293,9860910
489,11731892
270,9391964
164,7797913
245,8399658
113,4575929
265,12612974
200,7035178
289,10677330
292,15995940
228,8950769
160,5787274
390,10952480
188,6938780
263,11414985
500,14906064
259,7632029
171,8021433
176,6940660
113,5574493
445,17006785
439,17867185
119,5873263
283,13533267
171,6449040
168,6178292
223,7340651
214,7978915
276,8228525
219,9799832
396,14015424
242,7424681
180,6806621
295,9744280
171,6868622
185,12344126
202,9180285
344,12053504
223,9316976
99,5315966
122,4741091
179,6810458
161,7768315
155,5684195
130,5846729
273,10787960
195,8253418
279,14043516
422,16906228
205,6052045
255,7705278
194,6343056
170,6897031
325,12389951
212,9714811
262,8623616
185,6187347
313,12672942
189,7758173
171,6688271
219,7891000
288,9425376
248,18270466
522,17514027
317,9169474
246,9671898
137,5711093
265,7709161
243,7364228
280,8340519
204,7973204
348,14947668
191,7329929
223,8393071
166,8348895
262,9748701
221,8489869
200,7513972
186,8004379
416,19596627
291,10507217
198,7226782
178,9273346
203,10002373
448,20759877
211,7402141
344,19031978
145,6285264
378,10805392
157,6458909
312,11915053
236,9116706
272,9448437
272,10314237
224,7958298
240,8779051
